Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W-sq.m),qc,Avg Vap Pres (kPa),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (C),qc,Avg Wind Speed (m-s),qc,Wind Run (km),qc,Avg Soil Temp (C),qc
244,Biggs,Sacramento Valley,2-17-2021,48,2.83, ,0, ,179, ,0.6, ,16, ,3.9, ,10, ,81, ,30, ,52, ,0.6, ,3.1, ,263.9, ,10.2, 
244,Biggs,Sacramento Valley,2-18-2021,49,1.3, ,0, ,90, ,0.7, ,14.9, ,2.1, ,9.1, ,83, ,43, ,63, ,2.5, ,1.5, ,132.9, ,9.7, 
244,Biggs,Sacramento Valley,2-19-2021,50,0.63, ,0.4, ,63, ,1.1, ,13.7, ,7.8, ,10.3, ,100, ,62, ,86, ,8, ,2.2, ,188, ,10.2, 
244,Biggs,Sacramento Valley,2-20-2021,51,2.5, ,0, ,187, ,0.8, ,16, ,5.3, ,10.6, ,92, ,43, ,63, ,3.8, ,2.4, ,208.8, ,10.3, 
244,Biggs,Sacramento Valley,2-21-2021,52,3.74, ,0, ,190, ,0.8, ,18.8, ,6.1, ,12.5, ,74, ,38, ,52, ,3, ,4.7, ,404.4, ,10.2, 
244,Biggs,Sacramento Valley,2-22-2021,53,2.77, ,0, ,192, ,0.9, ,22.1, ,5, ,13.1, ,97, ,36, ,58, ,5.2, ,1.8, ,157.6, ,10.7, 
244,Biggs,Sacramento Valley,2-23-2021,54,4.07, ,0, ,201,R,0.7, ,22.6, ,5.9, ,14.6, ,98, ,21, ,45, ,2.8, ,3.3, ,285.8, ,10.7, 
244,Biggs,Sacramento Valley,2-24-2021,55,4.02, ,0, ,206,R,0.5, ,16.9, ,2.8, ,11, ,61, ,25, ,41, ,-1.7, ,4.2, ,362.7, ,10.5, 
244,Biggs,Sacramento Valley,2-25-2021,56,3.02, ,0, ,185, ,0.5, ,22.6, ,2.6, ,10.5, ,89, ,14, ,40, ,-2.7, ,2.4, ,204.9, ,9.9, 
244,Biggs,Sacramento Valley,2-26-2021,57,2.96, ,0, ,202,R,0.7, ,21.1, ,-0.2, ,10.1, ,99, ,26, ,53, ,1, ,2.1, ,185.7, ,9.7, 
244,Biggs,Sacramento Valley,2-27-2021,58,3.55, ,0, ,206,R,0.6, ,17.8, ,3.6, ,10.7, ,65, ,24, ,44, ,-1.1, ,3.5, ,301, ,9.9, 
244,Biggs,Sacramento Valley,2-28-2021,59,3.34, ,0, ,207,R,0.6, ,22.7, ,6, ,11.7, ,66, ,17, ,40, ,-1.4, ,2.7, ,229.7, ,9.9, 
244,Biggs,Sacramento Valley,03-01-21,60,2.96, ,0, ,205, ,0.7, ,20.5, ,0, ,10.3, ,98, ,25, ,55, ,1.6, ,1.4, ,121.1, ,9.9, 
244,Biggs,Sacramento Valley,03-02-21,61,3.05, ,0, ,207, ,0.7, ,28.1,Y,4.2, ,11.9, ,93, ,15, ,48, ,1.2, ,1.7, ,143.1, ,10, 
244,Biggs,Sacramento Valley,03-03-21,62,3.37, ,0, ,202, ,0.7, ,23.8, ,4.5, ,12.7, ,92, ,16, ,48, ,1.8, ,2.5, ,213.6, ,10.2, 
244,Biggs,Sacramento Valley,03-04-21,63,3.22, ,0, ,209, ,0.8, ,19.4, ,5.6, ,11.8, ,90, ,34, ,61, ,4.5, ,2.8, ,243.6, ,10.7, 
244,Biggs,Sacramento Valley,03-05-21,64,3.48, ,0.4, ,216, ,0.8, ,20.6, ,5.1, ,13, ,81, ,33, ,56, ,4.3, ,2.8, ,243.6, ,10.8, 
244,Biggs,Sacramento Valley,03-06-21,65,2.76, ,6.4, ,221,R,0.9, ,19.6, ,3.9, ,10.2, ,97, ,36, ,69, ,4.8, ,1.8, ,158.1, ,11.1, 
244,Biggs,Sacramento Valley,03-07-21,66,2.97, ,0, ,213, ,0.8, ,19.2, ,1.5, ,10.1, ,98, ,30, ,65, ,3.9, ,1.6, ,142.2, ,10.7, 
244,Biggs,Sacramento Valley,03-08-21,67,2.59, ,0.3, ,154, ,0.8, ,16, ,5.5, ,9.8, ,86, ,33, ,64, ,3.4, ,3.8, ,327.4, ,10.6, 
244,Biggs,Sacramento Valley,03-09-21,68,1.58, ,7.3, ,119, ,0.9, ,14.2, ,3.4, ,7.9, ,95, ,57, ,82, ,5, ,2.6, ,227, ,10.2, 
244,Biggs,Sacramento Valley,03-10-21,69,1.23, ,0.6, ,110, ,0.9, ,12, ,4.2, ,7.3, ,96, ,60, ,85, ,5, ,2.3, ,198.2, ,10.1, 
244,Biggs,Sacramento Valley,03-11-21,70,3.04, ,0, ,231,R,0.8, ,16.3, ,2, ,8.9, ,100, ,42, ,68, ,3.4, ,2.2, ,192.3, ,10, 
244,Biggs,Sacramento Valley,03-12-21,71,3.99, ,0, ,239,R,0.6, ,21, ,4.1, ,12, ,83, ,22, ,46, ,0.6, ,2.5, ,219.7, ,10.4, 
244,Biggs,Sacramento Valley,3-13-2021,72,3.23, ,0, ,234, ,0.8, ,19.7, ,0.5, ,10.3, ,93, ,39, ,66, ,4.1, ,2, ,169.3, ,10.3, 
244,Biggs,Sacramento Valley,3-14-2021,73,1.69, ,4.1, ,118, ,0.9, ,14, ,4.6, ,9.1, ,96, ,59, ,78, ,5.5, ,3.3, ,283, ,10.5, 
244,Biggs,Sacramento Valley,3-15-2021,74,2.21, ,0.3, ,179, ,0.8, ,13.7, ,1.4, ,6.8, ,98, ,49, ,76, ,2.9, ,1.8, ,152.9, ,10.2, 
244,Biggs,Sacramento Valley,3-16-2021,75,3.15, ,0, ,240, ,0.7, ,15.8, ,0.5, ,8.9, ,87, ,42, ,60, ,1.6, ,1.9, ,166.1, ,10, 
244,Biggs,Sacramento Valley,3-17-2021,76,2.41, ,0, ,174, ,0.9, ,16.2, ,3.3, ,9.7, ,90, ,51, ,71, ,4.7, ,1.5, ,131, ,10.4, 
244,Biggs,Sacramento Valley,3-18-2021,77,0.17, ,17.4, ,44, ,1.2, ,12.2, ,8.6, ,10.2, ,100, ,83, ,95, ,9.5, ,1.7, ,145.7, ,10.7, 
244,Biggs,Sacramento Valley,3-19-2021,78,2.66, ,0.1, ,187, ,1, ,18.6, ,6.8, ,12.1, ,100, ,36, ,73, ,7.4, ,1.8, ,158.2, ,11.2, 
244,Biggs,Sacramento Valley,3-20-2021,79,3.06, ,0, ,240, ,0.8, ,18.1, ,1.9, ,9.7, ,100, ,37, ,69, ,4.4, ,1.3, ,109.4, ,11.2, 
244,Biggs,Sacramento Valley,3-21-2021,80,4.01, ,0, ,254,R,0.7, ,20.2, ,3.8, ,11.3, ,90, ,24, ,55, ,2.5, ,2.8, ,239.1, ,11.1, 
244,Biggs,Sacramento Valley,3-22-2021,81,2.98, ,0, ,195, ,0.9, ,19.1, ,5, ,11.9, ,87, ,41, ,65, ,5.5, ,1.8, ,153.2, ,11.4, 
244,Biggs,Sacramento Valley,3-23-2021,82,5.08, ,0, ,262,R,0.6, ,20.4, ,7.7, ,12.8, ,61, ,24, ,41, ,-0.2, ,4.5, ,386.5, ,11.7, 
244,Biggs,Sacramento Valley,3-24-2021,83,4.36, ,0, ,231, ,0.6, ,21.9, ,5.2, ,13.2, ,62, ,17, ,39, ,-0.5, ,2.6, ,225.1, ,11.6, 
244,Biggs,Sacramento Valley,3-25-2021,84,4, ,0, ,260, ,0.8, ,20.7, ,4.1, ,12.8, ,90, ,28, ,52, ,3.2, ,2.1, ,182, ,12, 
244,Biggs,Sacramento Valley,3-26-2021,85,4.84, ,0, ,269,R,0.7, ,22.2, ,6.2, ,13.7, ,72, ,23, ,42, ,1.2, ,3.2, ,277.1, ,12.1, 
244,Biggs,Sacramento Valley,3-27-2021,86,4.1, ,0, ,269,R,0.8, ,25.6, ,2.7, ,14.2, ,88, ,25, ,50, ,4, ,1.4, ,122.2, ,12.2, 
244,Biggs,Sacramento Valley,3-28-2021,87,4.44, ,0, ,267, ,0.9, ,26.1, ,4, ,15.6, ,94, ,27, ,53, ,6.2, ,1.4, ,124.8, ,13.6, 
244,Biggs,Sacramento Valley,3-29-2021,88,6, ,0, ,271,R,0.6, ,21.2, ,4.7, ,14.3, ,89, ,18, ,40, ,0.8, ,4.1, ,356.8, ,14.7, 
244,Biggs,Sacramento Valley,3-30-2021,89,6.96, ,0, ,280,R,0.5,Y,23.2, ,9.3, ,15.9, ,37, ,19, ,28,Y,-2.7,Y,5.3,Y,460.6,Y,13.7, 
244,Biggs,Sacramento Valley,3-31-2021,90,4.85, ,0, ,277,R,0.6, ,28.6, ,1.7, ,16.4, ,77, ,17, ,34, ,0.6, ,1.7, ,142.6, ,13.5, 
244,Biggs,Sacramento Valley,04-01-21,91,4.69, ,0, ,273, ,0.8, ,28.5, ,4.4, ,17, ,85, ,19, ,42, ,4.2, ,1.5, ,131.8, ,13.9, 
244,Biggs,Sacramento Valley,04-02-21,92,4.94, ,0, ,268, ,0.8, ,28.1, ,6, ,17.8, ,70, ,18, ,37, ,3, ,1.7, ,147.9, ,14.2, 
244,Biggs,Sacramento Valley,04-03-21,93,4.27, ,0, ,258, ,0.9, ,23.9, ,5.2, ,15.1, ,81, ,31, ,53, ,5.7, ,2, ,174, ,14.2, 
244,Biggs,Sacramento Valley,04-04-21,94,3.82, ,0, ,258, ,1, ,20.9, ,3.9, ,13.1, ,93, ,42, ,64, ,6.4, ,1.6, ,135.7, ,14.1, 
244,Biggs,Sacramento Valley,04-05-21,95,3.9, ,0, ,269, ,1.1, ,22, ,8.5, ,13.9, ,84, ,44, ,66, ,7.7, ,1.6, ,141.7, ,14.1, 
244,Biggs,Sacramento Valley,04-06-21,96,4.42, ,0, ,279, ,1.1, ,25.2, ,5.2, ,15.6, ,97, ,34, ,63, ,8.4, ,1.6, ,136.9, ,14.3, 
244,Biggs,Sacramento Valley,04-07-21,97,4.44, ,0, ,282, ,0.9, ,23.6, ,5.9, ,14.7, ,93, ,23, ,56, ,6.1, ,2.1, ,185.7, ,14.5, 
244,Biggs,Sacramento Valley,04-08-21,98,4.29, ,0, ,285, ,0.9, ,26.8, ,3, ,13.7, ,96, ,22, ,55, ,4.7, ,1.3, ,109.9, ,14.3, 
244,Biggs,Sacramento Valley,04-09-21,99,4.69, ,0, ,286, ,0.9, ,26.4, ,2.8, ,15.2, ,91, ,29, ,53, ,5.8, ,1.6, ,139.1, ,14.1, 
244,Biggs,Sacramento Valley,04-10-21,100,4.54, ,0, ,291, ,0.9, ,28.1, ,4.4, ,15.3, ,95, ,22, ,54, ,6.1, ,1.4, ,123.6, ,14.5, 
244,Biggs,Sacramento Valley,04-11-21,101,5.22, ,0, ,294, ,0.8, ,28.1, ,5.2, ,16.3, ,89, ,17, ,42, ,3.4, ,1.8, ,157.7, ,14.4, 
244,Biggs,Sacramento Valley,04-12-21,102,6.08, ,0, ,300,R,0.7, ,29.3, ,8.2, ,19.4, ,61, ,16, ,29, ,0.9, ,2.6, ,225.2, ,14.7, 
244,Biggs,Sacramento Valley,4-13-2021,103,5.45, ,0, ,299, ,0.7, ,25.6, ,8, ,16.9, ,79, ,13, ,39, ,2.8, ,2.4, ,203.5, ,14.9, 
244,Biggs,Sacramento Valley,4-14-2021,104,5.15, ,0, ,296, ,0.7, ,25.2, ,6.8, ,16.3, ,58, ,22, ,38, ,2, ,2, ,170.1, ,16.3, 
244,Biggs,Sacramento Valley,4-15-2021,105,4.7, ,0, ,296, ,0.9, ,25.5, ,5, ,15.4, ,81, ,25, ,50, ,4.9, ,1.4, ,117.3, ,17, 
244,Biggs,Sacramento Valley,4-16-2021,106,5.31, ,0, ,299, ,0.8, ,28.2, ,4.3, ,17, ,89, ,20, ,44, ,4.6, ,1.6, ,135.8, ,17.3, 
244,Biggs,Sacramento Valley,4-17-2021,107,6.44, ,0, ,309,R,0.7, ,28.6, ,5.9, ,19.1, ,85, ,17, ,34, ,2.8, ,2.5, ,218.3, ,17.1, 
244,Biggs,Sacramento Valley,4-18-2021,108,5.82, ,0, ,313,R,0.7, ,33, ,8.1, ,20, ,56, ,14, ,31, ,2.3, ,1.6, ,140.7, ,16.5, 
244,Biggs,Sacramento Valley,4-19-2021,109,5.55, ,0, ,304, ,1, ,30.9, ,5.9, ,19.8, ,80, ,25, ,42, ,6.5, ,1.5, ,125.9, ,17.4, 
244,Biggs,Sacramento Valley,4-20-2021,110,5.23, ,0, ,285, ,1.1, ,27, ,8.8, ,17.7, ,84, ,34, ,52, ,7.7, ,1.9, ,161.8, ,18.7, 
244,Biggs,Sacramento Valley,4-21-2021,111,5.33, ,0, ,309, ,0.9, ,27.9, ,5.4, ,17.6, ,91, ,22, ,46, ,6, ,1.6, ,134.8, ,18.6, 
244,Biggs,Sacramento Valley,4-22-2021,112,5.18, ,0, ,301, ,1.2, ,26.8, ,8.2, ,16.8, ,87, ,38, ,60, ,9, ,2.3, ,196, ,18.9, 
244,Biggs,Sacramento Valley,4-23-2021,113,5.03, ,0, ,269, ,1.1, ,24.2, ,7, ,15.8, ,93, ,39, ,62, ,8.5, ,2.7, ,232.1, ,18, 
244,Biggs,Sacramento Valley,4-24-2021,114,4.18, ,0.2, ,203, ,1, ,21.1, ,10.6, ,14.7, ,76, ,41, ,57, ,6.3, ,3.7, ,319.2, ,16.8, 
244,Biggs,Sacramento Valley,4-25-2021,115,2.62, ,3.2, ,164, ,1, ,17.6, ,6.7, ,12.4, ,89, ,43, ,67, ,6.4, ,3.1, ,264.7, ,15.8, 
244,Biggs,Sacramento Valley,4-26-2021,116,4.62, ,0, ,321, ,0.9, ,20.3, ,3, ,12, ,99, ,33, ,62, ,5, ,1.4, ,123.3, ,15, 
244,Biggs,Sacramento Valley,4-27-2021,117,5.71, ,0, ,325,R,0.9, ,25, ,6.8, ,16.1, ,85, ,26, ,49, ,5.4, ,2.4, ,203.8, ,15.2, 
244,Biggs,Sacramento Valley,4-28-2021,118,5.62, ,0, ,422,R,1, ,31.8, ,12.1, ,23.7, ,75, ,20, ,33, ,6.6, ,1.2, ,105, ,16.9, 
244,Biggs,Sacramento Valley,4-29-2021,119,5.84, ,0, ,313, ,1.1, ,31, ,9.7, ,21.1, ,89, ,24, ,45, ,8.8, ,1.4, ,118.3, ,17.5, 
244,Biggs,Sacramento Valley,4-30-2021,120,5.57, ,0, ,275, ,1.1, ,30, ,11.3, ,21.6, ,83, ,23, ,44, ,8.7, ,1.8, ,154.2, ,18.3, 
244,Biggs,Sacramento Valley,05-01-21,121,5.51, ,0, ,320, ,1.2, ,29.7, ,10, ,19.5, ,87, ,32, ,53, ,9.8, ,1.7, ,144, ,18.6, 
244,Biggs,Sacramento Valley,05-02-21,122,7.66, ,0, ,328, ,1, ,26.8, ,11.5, ,20.8, ,84, ,26, ,40, ,6.8, ,4.3, ,370.4, ,19.2, 
244,Biggs,Sacramento Valley,05-03-21,123,7.71, ,0, ,330, ,0.9, ,28.8, ,14.9, ,22.1, ,50, ,23, ,34, ,5.4, ,3.9, ,338.9, ,18.9, 
244,Biggs,Sacramento Valley,05-04-21,124,6.56, ,0, ,328, ,1.2, ,32.9, ,15.1, ,23.1, ,71, ,23, ,43, ,9.8, ,2.3, ,199.2, ,19.4, 
244,Biggs,Sacramento Valley,05-05-21,125,6.28, ,0, ,329, ,1.3, ,32.7, ,11.7, ,23.1, ,90, ,23, ,45, ,10.6, ,1.5, ,128.7, ,20.1, 
244,Biggs,Sacramento Valley,05-06-21,126,6.43, ,0, ,320, ,1.1, ,30.1, ,13.4, ,21.1, ,72, ,26, ,45, ,8.8, ,3, ,255.9, ,20.2, 
244,Biggs,Sacramento Valley,05-07-21,127,6.44, ,0, ,334, ,1, ,26.7, ,10.7, ,19.7, ,86, ,19, ,42, ,6.6, ,2.6, ,222, ,19.8, 
244,Biggs,Sacramento Valley,05-08-21,128,8.72, ,0, ,337, ,0.7, ,28, ,14.1, ,21.3, ,37, ,21, ,29, ,2.4, ,5.1,Y,444.4,Y,19.1, 
244,Biggs,Sacramento Valley,05-09-21,129,8.26, ,0, ,332, ,0.9, ,28.2, ,16.5, ,22.7, ,44, ,22, ,32, ,4.9, ,4.5,Y,384.9,Y,19.2, 
244,Biggs,Sacramento Valley,05-10-21,130,8.06, ,0, ,344,R,0.9, ,30.2, ,17.3,Y,23.1, ,42, ,20, ,30, ,4.7, ,3.7, ,317.5, ,19.6, 
244,Biggs,Sacramento Valley,05-11-21,131,6.32, ,0, ,339, ,1, ,36.2, ,13.2, ,23.2, ,68, ,16, ,36, ,7.4, ,1.3, ,116.2, ,19.9, 
244,Biggs,Sacramento Valley,05-12-21,132,6.4, ,0, ,334, ,1.2, ,34, ,13, ,23.9, ,78, ,19, ,42, ,10.2, ,1.4, ,124.5, ,20.3, 
244,Biggs,Sacramento Valley,5-13-2021,133,6.32, ,0, ,336, ,1.3, ,32.6, ,12.8, ,23.6, ,72, ,25, ,45, ,10.8, ,1.6, ,134, ,21.9, 
244,Biggs,Sacramento Valley,5-14-2021,134,6.17, ,0, ,317, ,1.4, ,29.2, ,12.8, ,20.9, ,85, ,37, ,56, ,11.7, ,2.5, ,213.7, ,22.1, 
244,Biggs,Sacramento Valley,5-15-2021,135,4.85, ,0.1, ,300, ,1.3, ,25.2, ,10.7, ,17.7, ,88, ,47, ,66, ,11.3, ,1.9, ,161.2, ,20.9, 
244,Biggs,Sacramento Valley,5-16-2021,136,5.86, ,0, ,324, ,1.4, ,26.3, ,13.6, ,19.3, ,81, ,45, ,63, ,12, ,2.7, ,231.6, ,21, 
244,Biggs,Sacramento Valley,5-17-2021,137,5.69, ,0, ,334, ,1.4, ,26.4, ,11.1, ,18.4, ,89, ,45, ,64, ,11.5, ,2.2, ,193.6, ,20.6, 
244,Biggs,Sacramento Valley,5-18-2021,138,6.19, ,0, ,336, ,1.2, ,29.1, ,11.3, ,20.3, ,86, ,32, ,52, ,10.1, ,2.1, ,179.3, ,20.8, 
244,Biggs,Sacramento Valley,5-19-2021,139,6.24, ,0, ,342, ,0.9, ,25, ,11.2, ,17.5, ,69, ,28, ,45, ,5.4, ,2.9, ,253.8, ,20.2, 
244,Biggs,Sacramento Valley,5-20-2021,140,6.93, ,0, ,357,R,0.6,Y,21.3, ,10.8, ,15.8, ,49, ,19, ,33,Y,-0.6,Y,3.6, ,308.9, ,19.2, 
244,Biggs,Sacramento Valley,5-21-2021,141,6.93, ,0, ,342, ,0.7, ,23.8, ,9.9, ,16.5, ,75, ,25, ,40, ,2.7, ,3.5, ,303.7, ,18.5, 
244,Biggs,Sacramento Valley,5-22-2021,142,5.56, ,0, ,326, ,1, ,25.7, ,8.5, ,17.9, ,82, ,29, ,47, ,6.5, ,1.5, ,130.7, ,18.5, 
244,Biggs,Sacramento Valley,5-23-2021,143,5.64, ,0, ,339, ,1.1, ,25.3, ,11.3, ,18, ,82, ,31, ,54, ,8.4, ,1.9, ,167.7, ,19.1, 
244,Biggs,Sacramento Valley,5-24-2021,144,6.52, ,0, ,334, ,1.2, ,29.8, ,10.5, ,21.9, ,83, ,27, ,44, ,9.2, ,1.8, ,156.6, ,19.4, 
244,Biggs,Sacramento Valley,5-25-2021,145,6.01, ,0, ,345, ,1.2, ,28.9, ,13.6, ,21, ,79, ,20, ,49, ,9.9, ,1.4, ,119.1, ,20.1, 
244,Biggs,Sacramento Valley,5-26-2021,146,6.16, ,0, ,332, ,1.1, ,32.6, ,12.1, ,22.3, ,76, ,16, ,42, ,8.8, ,1.5, ,131.5, ,20, 
244,Biggs,Sacramento Valley,5-27-2021,147,6.32, ,0, ,341, ,1.2, ,30.4, ,12.1, ,22.3, ,72, ,24, ,44, ,9.4, ,1.7, ,147.9, ,20.3, 
244,Biggs,Sacramento Valley,5-28-2021,148,6.37, ,0, ,348, ,1.5, ,32.6, ,15.2, ,24.3, ,78, ,24, ,49, ,13, ,1.7, ,144.5, ,20.9, 
244,Biggs,Sacramento Valley,5-29-2021,149,6.43, ,0, ,333, ,1.5, ,30.7, ,14.7, ,22.7, ,74, ,37, ,54, ,12.8, ,2, ,170.5, ,21.2, 
244,Biggs,Sacramento Valley,5-30-2021,150,6.34, ,0, ,345, ,1.6, ,38, ,12.7, ,24.4, ,86, ,24, ,54, ,14.4, ,1.2, ,102.1, ,21.4, 
244,Biggs,Sacramento Valley,5-31-2021,151,6.74, ,0, ,345, ,1.9, ,39.7,Y,16.4, ,28.1, ,96, ,19, ,50, ,16.7, ,1.2, ,99.5, ,22.7, 
244,Biggs,Sacramento Valley,06-01-21,152,7.21, ,0, ,341, ,1.8, ,38.6, ,18.8, ,28.6, ,81, ,29, ,46, ,15.8, ,1.7, ,143.1, ,24.1, 
244,Biggs,Sacramento Valley,06-02-21,153,6.85, ,0, ,346, ,1.6, ,34.2, ,18.1, ,26, ,66, ,35, ,48, ,14, ,1.7, ,150.6, ,24.2, 
244,Biggs,Sacramento Valley,06-03-21,154,6.71, ,0, ,346, ,1.7, ,36.1, ,14.4, ,25.7, ,83, ,30, ,52, ,15.1, ,1.5, ,130.8, ,24, 
244,Biggs,Sacramento Valley,06-04-21,155,7.06, ,0, ,346, ,1.7, ,34.5, ,19.2, ,27.1, ,70, ,34, ,47, ,14.9, ,1.8, ,154.1, ,23.9, 
244,Biggs,Sacramento Valley,06-05-21,156,6.42, ,0, ,340, ,1.6, ,33.3, ,15.1, ,24.4, ,85, ,33, ,52, ,13.9, ,1.4, ,124.8, ,23.4, 
244,Biggs,Sacramento Valley,06-06-21,157,6.81, ,0, ,350, ,1.3, ,33.9, ,16.9, ,25, ,74, ,22, ,42, ,11.2, ,1.6, ,140.6, ,23.2, 
244,Biggs,Sacramento Valley,06-07-21,158,6.69, ,0, ,336, ,1.1, ,28.1, ,13.8, ,20.3, ,69, ,27, ,46, ,8.3, ,2.9, ,247.9, ,22.4, 
244,Biggs,Sacramento Valley,06-08-21,159,6.39, ,0, ,350, ,1, ,24.4, ,11.6, ,17.5, ,74, ,28, ,49, ,6.6, ,3.1, ,267.5, ,21, 
244,Biggs,Sacramento Valley,06-09-21,160,6.01, ,0, ,346, ,1, ,24.6, ,9.8, ,17, ,80, ,32, ,52, ,7, ,2.2, ,190.6, ,20.3, 
244,Biggs,Sacramento Valley,06-10-21,161,5.78, ,0, ,356, ,1, ,25, ,10.2, ,17.3, ,80, ,21, ,49, ,6.6, ,1.7, ,142.7, ,20, 
244,Biggs,Sacramento Valley,06-11-21,162,6.38, ,0, ,317, ,1, ,27.4, ,12.1, ,20.4, ,69, ,20, ,43, ,7.2, ,2.4, ,209.5, ,19.9, 
244,Biggs,Sacramento Valley,06-12-21,163,6.48, ,0, ,342, ,1.6, ,32.4, ,15, ,23.7, ,77, ,35, ,54, ,13.9, ,1.5, ,130.9, ,20.7, 
244,Biggs,Sacramento Valley,6-13-2021,164,7.53, ,0, ,347, ,1.7, ,32.4, ,18.3, ,25, ,79, ,31, ,53, ,14.7, ,3.1, ,265.3, ,21.6, 
244,Biggs,Sacramento Valley,6-14-2021,165,7.16, ,0, ,343, ,1.5, ,29.9, ,17.3, ,23.3, ,86, ,30, ,54, ,13.3, ,3.2, ,276.8, ,21.8, 
244,Biggs,Sacramento Valley,6-15-2021,166,6.59, ,0, ,359, ,1.2, ,30.4, ,13.3, ,21.8, ,82, ,21, ,47, ,10.1, ,1.7, ,144.7, ,22.2, 
244,Biggs,Sacramento Valley,6-16-2021,167,6.81, ,0, ,362, ,1.3, ,38, ,12.8, ,24.7, ,82, ,15, ,43, ,11.2, ,1.3, ,112.8, ,22.3, 
244,Biggs,Sacramento Valley,6-17-2021,168,7.4, ,0, ,366,R,1.7, ,46.1,R,14.2, ,27.9, ,94, ,15, ,45, ,15, ,1.4, ,121.5, ,23, 
244,Biggs,Sacramento Valley,6-18-2021,169,7.26, ,0, ,355, ,1.7, ,40.8,Y,17, ,29.6, ,83, ,19, ,42, ,15.3, ,1.1, ,96.3, ,23.8, 
244,Biggs,Sacramento Valley,6-19-2021,170,7.19, ,0, ,350, ,1.7, ,39.6, ,18.8, ,29.5, ,81, ,24, ,41, ,14.7, ,1.1, ,95.9, ,24.3, 
244,Biggs,Sacramento Valley,6-20-2021,171,7.19, ,0, ,356, ,1.6, ,35.7, ,17.9, ,27.4, ,76, ,30, ,44, ,14.1, ,1.4, ,122.9, ,24, 
244,Biggs,Sacramento Valley,6-21-2021,172,6.93, ,0, ,344, ,1.5, ,33.7, ,17.1, ,25.2, ,67, ,33, ,47, ,13.1, ,1.8, ,152.2, ,23.3, 
244,Biggs,Sacramento Valley,6-22-2021,173,6.48, ,0, ,351, ,1.6, ,30.7, ,15.1, ,22.9, ,84, ,38, ,59, ,14.5, ,2, ,170.3, ,22.7, 
244,Biggs,Sacramento Valley,6-23-2021,174,6.5, ,0, ,350, ,1.7, ,32.5, ,15.8, ,23.6, ,78, ,33, ,57, ,14.6, ,1.6, ,135, ,22.7, 
244,Biggs,Sacramento Valley,6-24-2021,175,5.95, ,0, ,310, ,1.6, ,31, ,13.5, ,23, ,82, ,41, ,59, ,14.4, ,1.7, ,145.2, ,22.7, 
244,Biggs,Sacramento Valley,6-25-2021,176,6.67, ,0, ,343, ,1.7, ,33.5, ,15.8, ,24.8, ,80, ,35, ,55, ,15.2, ,1.6, ,135.5, ,22.9, 
244,Biggs,Sacramento Valley,6-26-2021,177,6.92, ,0, ,346, ,2, ,39.6, ,17, ,27.2, ,90, ,31, ,56, ,17.6, ,1.4, ,122.1, ,24.6, 
244,Biggs,Sacramento Valley,6-27-2021,178,6.92, ,0, ,344, ,2, ,35.5, ,18.8, ,27.4, ,80, ,38, ,54, ,17.1, ,1.4, ,121.7, ,25.2, 
244,Biggs,Sacramento Valley,6-28-2021,179,6.79, ,0, ,347, ,1.9, ,35.1, ,17.5, ,25.9, ,83, ,42, ,57, ,16.6, ,1.7, ,146.6, ,24.8, 
244,Biggs,Sacramento Valley,6-29-2021,180,6.87, ,0, ,350, ,1.9, ,35.8, ,16.2, ,26.4, ,87, ,34, ,54, ,16.3, ,1.5, ,126.1, ,24.6, 
244,Biggs,Sacramento Valley,6-30-2021,181,7.04, ,0, ,345, ,2, ,33.2, ,18.1, ,25.7, ,93, ,41, ,60, ,17.3, ,2, ,171.5, ,24.5, 
244,Biggs,Sacramento Valley,07-01-21,182,6.58, ,0, ,347, ,1.8, ,32.6, ,16.4, ,23.8, ,84, ,42, ,62, ,16, ,2, ,169.2, ,24.5, 
244,Biggs,Sacramento Valley,07-02-21,183,6.73, ,0, ,344, ,1.8, ,37, ,16, ,25.8, ,90, ,36, ,56, ,16.2, ,1.3, ,114.6, ,24.4, 
244,Biggs,Sacramento Valley,07-03-21,184,6.92, ,0, ,342, ,1.8, ,34.7, ,16.1, ,25.6, ,87, ,38, ,56, ,16.2, ,1.8, ,154.4, ,24.4, 
244,Biggs,Sacramento Valley,07-04-21,185,6.87, ,0, ,339, ,1.8, ,34, ,17.9, ,25.4, ,76, ,40, ,54, ,15.5, ,1.8, ,159.7, ,24.3, 
244,Biggs,Sacramento Valley,07-05-21,186,6.91, ,0, ,353, ,1.7, ,34.1, ,15.3, ,25.1, ,89, ,37, ,54, ,15.3, ,1.8, ,156.4, ,24.1, 
244,Biggs,Sacramento Valley,07-06-21,187,6.75, ,0, ,347, ,1.7, ,33.4, ,14.9, ,24.5, ,90, ,39, ,56, ,15, ,1.8, ,154, ,24, 
244,Biggs,Sacramento Valley,07-07-21,188,6.81, ,0, ,356, ,1.7, ,35.6, ,14, ,25, ,91, ,34, ,53, ,14.7, ,1.5, ,127.2, ,23.9, 
